platform_code,time,latitude,longitude,sst,battery
4101644,2022-09-27T00:00:00Z,28.6788,-67.0048,27.1,13.8
4101644,2022-09-27T01:00:00Z,28.7054,-67.0266,27.04,13.8
4101644,2022-09-27T17:00:00Z,28.7926,-67.0032,26.93,13.6
4101644,2022-09-27T18:00:00Z,28.7892,-67.0292,26.96,13.4
4101644,2022-09-27T19:00:00Z,28.7914,-67.0586,26.97,13.4
4101644,2022-09-27T20:00:00Z,28.798,-67.0892,26.91,13.2
4101644,2022-09-27T21:00:00Z,28.8082,-67.1198,26.87,13.4
4101644,2022-09-27T22:00:00Z,28.8214,-67.1494,26.86,13.4
4101644,2022-09-27T23:00:00Z,28.8392,-67.175,26.84,13.6
4101644,2022-09-28T00:00:00Z,28.862,-67.1968,26.8,13.2
4101644,2022-09-28T01:00:00Z,28.8872,-67.2148,26.76,13.6
4101644,2022-09-28T08:00:00Z,29.0308,-67.1708,26.65,13.4
4101644,2022-09-28T09:00:00Z,29.0316,-67.1548,26.65,13.4
4101644,2022-09-28T10:00:00Z,29.0264,-67.1436,26.64,13.4
4101644,2022-09-28T11:00:00Z,29.0186,-67.138,26.64,13.2
4101644,2022-09-28T12:00:00Z,29.0084,-67.1372,26.66,13.2
4101644,2022-09-28T13:00:00Z,28.9956,-67.143,26.64,13.4
4101644,2022-09-28T14:00:00Z,28.9846,-67.1566,26.72,13.4
4101644,2022-09-28T15:00:00Z,28.9764,-67.1736,26.79,13.8
4101644,2022-09-28T16:00:00Z,28.9706,-67.193,26.87,13.8
4101644,2022-09-28T17:00:00Z,28.9658,-67.2162,26.94,13.8
4101644,2022-09-28T18:00:00Z,28.9584,-67.2472,27.25,14
4101644,2022-09-28T19:00:00Z,28.9546,-67.2874,27.37,14
4101644,2022-09-28T20:00:00Z,28.9566,-67.3314,27.34,13.8
4101644,2022-09-28T21:00:00Z,28.9634,-67.3766,27.37,13.8
4101644,2022-09-28T22:00:00Z,28.9746,-67.4198,27.3,14
4101644,2022-09-28T23:00:00Z,28.9906,-67.4586,27.27,14
4101644,2022-09-29T00:00:00Z,29.0134,-67.4904,27.26,14
4101644,2022-09-29T01:00:00Z,29.0402,-67.515,27.22,14
4101644,2022-09-29T04:00:00Z,29.1214,-67.5348,27.04,13.6
4101644,2022-09-29T07:00:00Z,29.1384,-67.4936,27.32,13.6
4101644,2022-09-29T09:00:00Z,29.1172,-67.4766,27.38,13.4
4101644,2022-09-29T10:00:00Z,29.0994,-67.4712,27.41,13.4
4101644,2022-09-29T11:00:00Z,29.0788,-67.4696,27.43,13.6
4101644,2022-09-29T12:00:00Z,29.0556,-67.4726,27.41,13.2
4101644,2022-09-29T13:00:00Z,29.0318,-67.4808,27.42,13.2
4101644,2022-09-29T14:00:00Z,29.0104,-67.4952,27.53,13.4
4101644,2022-09-29T15:00:00Z,28.9918,-67.516,27.63,13.4
4101644,2022-09-29T16:00:00Z,28.9788,-67.543,27.7,13.4
4101644,2022-09-29T17:00:00Z,28.9694,-67.5738,27.74,13.2
4101644,2022-09-29T18:00:00Z,28.965,-67.609,27.82,13.2
4101644,2022-09-29T19:00:00Z,28.9672,-67.6466,27.85,13.4
4101644,2022-09-29T20:00:00Z,28.9744,-67.6818,27.84,13.4
4101644,2022-09-29T21:00:00Z,28.9854,-67.714,27.83,13.4
4101644,2022-09-29T22:00:00Z,29.0004,-67.7438,27.75,13.6
4101644,2022-09-29T23:00:00Z,29.0196,-67.771,27.75,13.6
4101644,2022-09-30T00:00:00Z,29.0416,-67.7884,27.72,13.4
4101644,2022-09-30T01:00:00Z,29.0632,-67.7978,27.65,13.2
4101644,2022-09-30T02:00:00Z,29.0832,-67.8022,27.56,13.4
4101644,2022-09-30T05:00:00Z,29.1258,-67.7884,27.5,13.4
4101644,2022-09-30T09:00:00Z,29.1202,-67.7554,27.48,13.4
4101644,2022-09-30T10:00:00Z,29.1078,-67.754,27.48,13.4
4101644,2022-09-30T12:00:00Z,29.078,-67.7654,27.5,13.4
4101644,2022-09-30T13:00:00Z,29.0626,-67.779,27.47,13.2
4101644,2022-09-30T14:00:00Z,29.0508,-67.7956,27.53,13.8
4101644,2022-09-30T15:00:00Z,29.0412,-67.8152,27.57,13.6
4101644,2022-09-30T16:00:00Z,29.0344,-67.839,27.66,13.6
4101644,2022-09-30T17:00:00Z,29.0316,-67.8656,27.7,13.6
4101644,2022-09-30T18:00:00Z,29.0364,-67.8942,27.75,13.6
4101644,2022-09-30T19:00:00Z,29.0474,-67.9226,27.76,13.6
4101644,2022-09-30T20:00:00Z,29.0616,-67.9478,27.75,13.6
4101644,2022-09-30T21:00:00Z,29.0778,-67.9678,27.65,13.6
4101644,2022-09-30T22:00:00Z,29.0972,-67.9832,27.64,13.6
4101644,2022-09-30T23:00:00Z,29.1194,-67.9942,27.65,13.4
4101644,2022-10-01T06:00:00Z,29.243,-67.937,27.52,13.2
4101644,2022-10-01T07:00:00Z,29.244,-67.9226,27.48,13.4
4101644,2022-10-01T09:00:00Z,29.2364,-67.908,27.41,13.4
4101644,2022-10-01T10:00:00Z,29.229,-67.9082,27.4,13.2
4101644,2022-10-01T11:00:00Z,29.2224,-67.9142,27.38,13.2
4101644,2022-10-01T12:00:00Z,29.2174,-67.925,27.33,13.2
4101644,2022-10-01T13:00:00Z,29.2132,-67.9384,27.35,13.4
4101644,2022-10-01T14:00:00Z,29.2102,-67.9554,27.37,13.4
4101644,2022-10-01T15:00:00Z,29.2094,-67.9736,27.45,13.4
4101644,2022-10-01T16:00:00Z,29.2138,-67.9944,27.48,13.2
4101644,2022-10-01T17:00:00Z,29.223,-68.0162,27.52,13.4
4101644,2022-10-01T18:00:00Z,29.2368,-68.0374,27.51,13.2
4101644,2022-10-01T19:00:00Z,29.254,-68.0556,27.55,13.2
4101644,2022-10-01T20:00:00Z,29.2754,-68.068,27.53,13.4
4101644,2022-10-01T21:00:00Z,29.2994,-68.0758,27.55,13.6
4101644,2022-10-01T22:00:00Z,29.3236,-68.0786,27.54,13.6
4101644,2022-10-01T23:00:00Z,29.3464,-68.0748,27.55,13.6
4101644,2022-10-02T00:00:00Z,29.368,-68.0664,27.57,13.4
4101644,2022-10-02T01:00:00Z,29.388,-68.0546,27.53,13.4
4101644,2022-10-02T02:00:00Z,29.4044,-68.0382,27.54,13.4
4101644,2022-10-02T06:00:00Z,29.4228,-67.9768,27.53,13.4
4101644,2022-10-02T08:00:00Z,29.416,-67.9618,27.53,13.4
4101644,2022-10-02T09:00:00Z,29.4132,-67.9604,27.52,13.2
4101644,2022-10-02T10:00:00Z,29.4076,-67.9628,27.52,13.4
4101644,2022-10-02T11:00:00Z,29.4026,-67.9694,27.51,13.2
4101644,2022-10-02T12:00:00Z,29.4016,-67.9776,27.5,13.2
4101644,2022-10-02T13:00:00Z,29.4032,-67.9882,27.48,13.2
4101644,2022-10-02T14:00:00Z,29.408,-68.0018,27.49,13.2
4101644,2022-10-02T15:00:00Z,29.417,-68.0174,27.49,13.2
4101644,2022-10-02T16:00:00Z,29.4316,-68.0332,27.49,13.2
4101644,2022-10-02T17:00:00Z,29.4518,-68.0452,27.51,13.2
4101644,2022-10-02T18:00:00Z,29.4754,-68.0506,27.56,13.2
4101644,2022-10-02T19:00:00Z,29.502,-68.0484,27.57,13.4
4101644,2022-10-02T20:00:00Z,29.53,-68.0412,27.55,13.2
4101644,2022-10-02T21:00:00Z,29.557,-68.0266,27.52,13.2
4101644,2022-10-02T22:00:00Z,29.5818,-68.0068,27.45,13.4
4101644,2022-10-02T23:00:00Z,29.6028,-67.9826,27.44,13.4
4101644,2022-10-03T00:00:00Z,29.6176,-67.9544,27.43,13.2
4101644,2022-10-03T01:00:00Z,29.6268,-67.9216,27.4,13.2
4101644,2022-10-03T02:00:00Z,29.634,-67.8862,27.36,13.2
4101644,2022-10-03T03:00:00Z,29.6358,-67.853,27.34,13.2
4101644,2022-10-03T06:00:00Z,29.6208,-67.7816,27.28,13.2
4101644,2022-10-03T09:00:00Z,29.582,-67.7464,27.22,13.2
4101644,2022-10-03T10:00:00Z,29.5702,-67.744,27.21,13.2
4101644,2022-10-03T11:00:00Z,29.562,-67.7456,27.19,13.2
4101644,2022-10-03T12:00:00Z,29.5588,-67.7528,27.19,13.2
4101644,2022-10-03T13:00:00Z,29.5588,-67.7618,27.17,13.2
4101644,2022-10-03T14:00:00Z,29.5634,-67.7706,27.17,13.2
4101644,2022-10-03T15:00:00Z,29.5722,-67.7802,27.16,13.2
4101644,2022-10-03T16:00:00Z,29.5848,-67.7864,27.18,13.2
4101644,2022-10-03T17:00:00Z,29.6022,-67.788,27.16,13.2
4101644,2022-10-03T18:00:00Z,29.6222,-67.7848,27.13,13.2
4101644,2022-10-03T19:00:00Z,29.6412,-67.7766,27.12,13.2
4101644,2022-10-03T20:00:00Z,29.6582,-67.7646,27.11,13.2
4101644,2022-10-03T21:00:00Z,29.6744,-67.7488,27.08,13.2
4101644,2022-10-03T22:00:00Z,29.69,-67.7272,27.07,13.2
4101644,2022-10-03T23:00:00Z,29.7038,-67.7012,27.06,13.2
4101644,2022-10-04T00:00:00Z,29.714,-67.6728,27.03,13.2
4101644,2022-10-04T01:00:00Z,29.7204,-67.6408,27.01,13.2
4101644,2022-10-04T02:00:00Z,29.721,-67.6082,26.98,13.2
4101644,2022-10-04T04:00:00Z,29.7146,-67.5496,26.91,13.2
4101644,2022-10-04T07:00:00Z,29.688,-67.4796,26.8,13.2
4101644,2022-10-04T09:00:00Z,29.6654,-67.4502,26.7,13.2
4101644,2022-10-04T10:00:00Z,29.655,-67.446,26.66,13.2
4101644,2022-10-04T11:00:00Z,29.6462,-67.444,26.63,13.2
4101644,2022-10-04T12:00:00Z,29.6388,-67.4454,26.6,13.2
4101644,2022-10-04T13:00:00Z,29.6332,-67.4468,26.57,13.2
4101644,2022-10-04T14:00:00Z,29.629,-67.4516,26.52,13.2
4101644,2022-10-04T15:00:00Z,29.6306,-67.4572,26.47,13.2
4101644,2022-10-04T16:00:00Z,29.6374,-67.4604,26.5,13.2
4101644,2022-10-04T17:00:00Z,29.6478,-67.4602,26.47,13.2
4101644,2022-10-04T18:00:00Z,29.6588,-67.4548,26.46,13.2
4101644,2022-10-04T19:00:00Z,29.671,-67.4488,26.47,13.2
4101644,2022-10-04T20:00:00Z,29.6856,-67.4408,26.49,13.4
4101644,2022-10-04T21:00:00Z,29.7008,-67.4298,26.51,13.2
4101644,2022-10-04T22:00:00Z,29.7134,-67.415,26.46,13.2
4101644,2022-10-04T23:00:00Z,29.7236,-67.3984,26.46,13.4
4101644,2022-10-05T00:00:00Z,29.7318,-67.3822,26.46,13.8
4101644,2022-10-05T01:00:00Z,29.738,-67.3632,26.49,13.6
4101644,2022-10-05T03:00:00Z,29.7456,-67.3208,26.49,13.2
4101644,2022-10-05T05:00:00Z,29.7424,-67.2786,26.48,13.2
4101644,2022-10-05T06:00:00Z,29.7364,-67.261,26.49,13.4
4101644,2022-10-05T09:00:00Z,29.7098,-67.2322,26.5,13.6
4101644,2022-10-05T10:00:00Z,29.7008,-67.2296,26.52,13.6
4101644,2022-10-05T11:00:00Z,29.6936,-67.2298,26.54,13.6
4101644,2022-10-05T12:00:00Z,29.6908,-67.2328,26.54,13.4
4101644,2022-10-05T13:00:00Z,29.691,-67.2358,26.53,13.2
4101644,2022-10-05T14:00:00Z,29.6956,-67.2394,26.61,13.4
4101644,2022-10-05T15:00:00Z,29.7032,-67.2408,26.7,13.2
4101644,2022-10-05T16:00:00Z,29.7134,-67.2416,26.72,13.2
4101644,2022-10-05T17:00:00Z,29.7262,-67.2396,26.77,13.2
4101644,2022-10-05T18:00:00Z,29.7404,-67.2328,26.81,13.2
4101644,2022-10-05T19:00:00Z,29.7542,-67.2204,26.92,13.2
4101644,2022-10-05T20:00:00Z,29.7664,-67.203,26.96,13.2
4101644,2022-10-05T21:00:00Z,29.7754,-67.184,26.93,13.2
4101644,2022-10-05T22:00:00Z,29.782,-67.161,26.84,13.2
4101644,2022-10-05T23:00:00Z,29.7858,-67.1362,26.83,13.2
4101644,2022-10-06T00:00:00Z,29.7854,-67.1114,26.78,13.2
4101644,2022-10-06T01:00:00Z,29.78,-67.0866,26.78,13.2
4101644,2022-10-06T02:00:00Z,29.7696,-67.064,26.77,13
4101644,2022-10-06T05:00:00Z,29.7274,-67.0198,26.73,13
4101644,2022-10-06T06:00:00Z,29.7116,-67.0112,26.72,13
4101644,2022-10-06T08:00:00Z,29.6784,-67.006,26.71,13.2
4101644,2022-10-06T09:00:00Z,29.6622,-67.0124,26.7,13.2
4101644,2022-10-06T10:00:00Z,29.6482,-67.0222,26.7,13
4101644,2022-10-06T11:00:00Z,29.6372,-67.033,26.7,13
4101644,2022-10-06T12:00:00Z,29.6294,-67.0448,26.69,13.2
4101644,2022-10-06T13:00:00Z,29.6254,-67.0572,26.71,13.2
4101644,2022-10-06T14:00:00Z,29.6256,-67.068,26.83,13.2
4101644,2022-10-06T15:00:00Z,29.629,-67.0766,26.89,13.2
4101644,2022-10-06T16:00:00Z,29.6358,-67.0806,26.98,13.4
4101644,2022-10-06T17:00:00Z,29.642,-67.0796,27.07,13.2
4101644,2022-10-06T18:00:00Z,29.6514,-67.0732,27.11,13.2
4101644,2022-10-06T19:00:00Z,29.6582,-67.0644,27.04,13.4
4101644,2022-10-06T20:00:00Z,29.6652,-67.0544,26.98,13.6
4101644,2022-10-06T21:00:00Z,29.6696,-67.0396,26.93,13.6
4101644,2022-10-06T22:00:00Z,29.6686,-67.0246,26.9,13.6
4101644,2022-10-06T23:00:00Z,29.6614,-67.0072,26.87,13.6
4101644,2022-10-07T10:00:00Z,29.5294,-67.0028,26.64,13.6
4101644,2022-10-07T11:00:00Z,29.5252,-67.0112,26.6,13.6
4101644,2022-10-07T12:00:00Z,29.523,-67.0196,26.59,13.4
4101644,2022-10-07T13:00:00Z,29.5224,-67.0274,26.55,13.2
4101644,2022-10-07T14:00:00Z,29.5216,-67.0346,26.59,13.2
4101644,2022-10-07T15:00:00Z,29.5252,-67.0416,26.64,13.2
4101644,2022-10-07T16:00:00Z,29.5296,-67.0474,26.75,13.2
4101644,2022-10-07T17:00:00Z,29.5342,-67.0522,26.82,13.2
4101644,2022-10-07T18:00:00Z,29.5386,-67.0554,26.8,13.4
4101644,2022-10-07T19:00:00Z,29.5436,-67.054,26.77,13.4
4101644,2022-10-07T20:00:00Z,29.5476,-67.0476,26.73,13.2
4101644,2022-10-07T21:00:00Z,29.5496,-67.039,26.71,13.2
4101644,2022-10-07T22:00:00Z,29.5508,-67.0288,26.68,13.6
4101644,2022-10-07T23:00:00Z,29.5484,-67.0186,26.63,13.6
4101644,2022-10-08T00:00:00Z,29.543,-67.0094,26.6,13.4
4101644,2022-10-08T10:00:00Z,29.4304,-67.003,26.54,13.2
4101644,2022-10-08T11:00:00Z,29.4212,-67.0128,26.53,13.2
4101644,2022-10-08T12:00:00Z,29.4136,-67.0228,26.51,13.2
4101644,2022-10-08T13:00:00Z,29.406,-67.0318,26.53,13.2
4101644,2022-10-08T14:00:00Z,29.4,-67.0398,26.55,13.2
4101644,2022-10-08T15:00:00Z,29.3964,-67.0478,26.56,13.2
4101644,2022-10-08T16:00:00Z,29.395,-67.0552,26.63,13.2
4101644,2022-10-08T17:00:00Z,29.3946,-67.0616,26.62,13
4101644,2022-10-08T18:00:00Z,29.3972,-67.0672,26.67,13.2
4101644,2022-10-08T19:00:00Z,29.4018,-67.0706,26.66,13
4101644,2022-10-08T20:00:00Z,29.4072,-67.0702,26.69,13
4101644,2022-10-08T21:00:00Z,29.4098,-67.0676,26.69,13.2
4101644,2022-10-08T22:00:00Z,29.411,-67.0624,26.7,13
4101644,2022-10-08T23:00:00Z,29.4082,-67.054,26.71,13.2
4101644,2022-10-09T00:00:00Z,29.4014,-67.0468,26.71,13
4101644,2022-10-09T01:00:00Z,29.3924,-67.0408,26.73,13
4101644,2022-10-09T03:00:00Z,29.3648,-67.0384,26.83,13.2
4101644,2022-10-09T04:00:00Z,29.3494,-67.0408,26.87,13.2
4101644,2022-10-09T05:00:00Z,29.3322,-67.0444,26.91,13.2
4101644,2022-10-09T08:00:00Z,29.2866,-67.0688,26.94,13.4
4101644,2022-10-09T09:00:00Z,29.2728,-67.0816,26.96,13.6
4101644,2022-10-09T10:00:00Z,29.2636,-67.0946,26.97,13.8
4101644,2022-10-09T11:00:00Z,29.2576,-67.108,26.99,13.6
4101644,2022-10-09T12:00:00Z,29.2538,-67.123,27.02,13.6
4101644,2022-10-09T13:00:00Z,29.2524,-67.139,27.07,13.6
4101644,2022-10-09T14:00:00Z,29.2534,-67.1524,27.2,13.4
4101644,2022-10-09T15:00:00Z,29.2556,-67.1636,27.17,13.4
4101644,2022-10-09T16:00:00Z,29.2582,-67.1746,27.5,13.2
4101644,2022-10-09T17:00:00Z,29.2638,-67.182,27.65,13.2
4101644,2022-10-09T18:00:00Z,29.2724,-67.1866,27.95,13
4101644,2022-10-09T19:00:00Z,29.2826,-67.1902,28.13,13.6
4101644,2022-10-09T20:00:00Z,29.2944,-67.1924,27.97,13.4
4101644,2022-10-09T21:00:00Z,29.305,-67.1916,27.8,13.4
4101644,2022-10-09T22:00:00Z,29.3134,-67.1888,27.71,13.2
4101644,2022-10-09T23:00:00Z,29.3194,-67.1854,27.59,13.2
4101644,2022-10-10T00:00:00Z,29.323,-67.1818,27.52,13.2
4101644,2022-10-10T01:00:00Z,29.325,-67.1792,27.43,13.2
4101644,2022-10-10T02:00:00Z,29.3264,-67.1782,27.35,13.2
4101644,2022-10-10T04:00:00Z,29.3196,-67.179,27.29,13.2
4101644,2022-10-10T05:00:00Z,29.315,-67.1822,27.26,13
4101644,2022-10-10T06:00:00Z,29.3096,-67.1874,27.26,13
4101644,2022-10-10T07:00:00Z,29.3044,-67.1958,27.25,13
4101644,2022-10-10T08:00:00Z,29.3006,-67.205,27.22,13.2
4101644,2022-10-10T09:00:00Z,29.3008,-67.2148,27.2,13.2
4101644,2022-10-10T10:00:00Z,29.3036,-67.225,27.15,13.2
4101644,2022-10-10T11:00:00Z,29.306,-67.2344,27.1,13.2
4101644,2022-10-10T12:00:00Z,29.31,-67.2432,27.06,13.2
4101644,2022-10-10T13:00:00Z,29.317,-67.251,27.1,13.2
4101644,2022-10-10T14:00:00Z,29.326,-67.2584,27.13,13.2
6203516,2022-07-29T06:00:00Z,40.0826,-67.0144,,14.4
6203516,2022-07-29T07:00:00Z,40.0854,-67.031,,14.4
6203516,2022-07-29T08:00:00Z,40.0904,-67.0416,,14.4
6203516,2022-07-29T09:00:00Z,40.0966,-67.0418,,14.4
6203516,2022-07-29T10:00:00Z,40.0998,-67.037,,14.4
6203516,2022-07-29T12:00:00Z,40.0948,-67.0254,,14.4
6203516,2022-07-29T13:00:00Z,40.0854,-67.0226,,14.4
6203516,2022-07-29T14:00:00Z,40.0722,-67.0252,,14.4
6203516,2022-07-29T15:00:00Z,40.0598,-67.0328,,14.4
6203516,2022-07-29T16:00:00Z,40.049,-67.0422,,14.4
6203516,2022-07-29T17:00:00Z,40.0394,-67.0578,,14.4
6203516,2022-07-29T18:00:00Z,40.0338,-67.079,,14.4
6203516,2022-07-29T19:00:00Z,40.0306,-67.0976,,14.4
6203516,2022-07-29T20:00:00Z,40.0326,-67.1114,,14.4
6203516,2022-07-29T21:00:00Z,40.0344,-67.1196,,14.4
6203516,2022-07-29T22:00:00Z,40.035,-67.1188,,14.4
6203516,2022-07-29T23:00:00Z,40.0302,-67.1166,,14.4
6203516,2022-07-30T00:00:00Z,40.0236,-67.1188,,14.4
6203516,2022-07-30T01:00:00Z,40.0174,-67.1206,,14.4
6203516,2022-07-30T02:00:00Z,40.0108,-67.1234,,14.4
6203516,2022-07-30T03:00:00Z,40.0018,-67.1234,,14.4
6203516,2022-07-30T04:00:00Z,39.9906,-67.1258,,14.4
6203516,2022-07-30T05:00:00Z,39.9834,-67.1284,,14.4
6203516,2022-07-30T06:00:00Z,39.975,-67.1348,,14.4
6203516,2022-07-30T07:00:00Z,39.9648,-67.1464,,14.4
6203516,2022-07-30T08:00:00Z,39.9568,-67.1572,,14.4
6203516,2022-07-30T09:00:00Z,39.9516,-67.1734,,14.4
6203516,2022-07-30T12:00:00Z,39.957,-67.1886,,14.4
6203516,2022-07-30T13:00:00Z,39.9568,-67.1798,,14.4
6203516,2022-07-30T14:00:00Z,39.9522,-67.1708,,14.4
6203516,2022-07-30T15:00:00Z,39.949,-67.1576,,14.4
6203516,2022-07-30T16:00:00Z,39.9396,-67.1462,,14.4
6203516,2022-07-30T17:00:00Z,39.9248,-67.1402,,14.4
6203516,2022-07-30T18:00:00Z,39.9086,-67.1422,,14.4
6203516,2022-07-30T19:00:00Z,39.8916,-67.1508,,14.4
6203516,2022-07-30T20:00:00Z,39.8768,-67.1636,,14.4
6203516,2022-07-30T21:00:00Z,39.8632,-67.1776,,14.4
6203516,2022-07-30T22:00:00Z,39.8526,-67.1972,,14.4
6203516,2022-07-30T23:00:00Z,39.8488,-67.217,,14.4
6203516,2022-07-31T00:00:00Z,39.8496,-67.2294,,14.4
6203516,2022-07-31T01:00:00Z,39.852,-67.2354,,14.4
6203516,2022-07-31T02:00:00Z,39.8556,-67.236,,14.4
6203516,2022-07-31T03:00:00Z,39.8594,-67.2286,,14.4
6203516,2022-07-31T04:00:00Z,39.8574,-67.217,,14.4
6203516,2022-07-31T05:00:00Z,39.85,-67.2076,,14.4
6203516,2022-07-31T06:00:00Z,39.8406,-67.2006,,14.4
6203516,2022-07-31T07:00:00Z,39.8282,-67.1972,,14.4
6203516,2022-07-31T08:00:00Z,39.8164,-67.1984,,14.4
6203516,2022-07-31T09:00:00Z,39.805,-67.2028,,14.4
6203516,2022-07-31T10:00:00Z,39.7948,-67.2114,,14.4
6203516,2022-07-31T12:00:00Z,39.7854,-67.225,,14.4
6203516,2022-07-31T13:00:00Z,39.783,-67.236,,14.4
6203516,2022-07-31T14:00:00Z,39.7812,-67.2434,,14.4
6203516,2022-07-31T15:00:00Z,39.7798,-67.2438,,14.4
6203516,2022-07-31T16:00:00Z,39.7782,-67.2378,,14.4
6203516,2022-07-31T17:00:00Z,39.7746,-67.2318,,14.4
6203516,2022-07-31T18:00:00Z,39.7664,-67.231,,14.4
6203516,2022-07-31T19:00:00Z,39.7562,-67.2276,,14.4
6203516,2022-07-31T20:00:00Z,39.744,-67.2276,,14.4
6203516,2022-07-31T21:00:00Z,39.735,-67.2324,,14.4
6203516,2022-07-31T22:00:00Z,39.7288,-67.2434,,14.4
6203516,2022-07-31T23:00:00Z,39.7252,-67.2558,,14.4
6203516,2022-08-01T03:00:00Z,39.7274,-67.2816,,14.4
6203516,2022-08-01T04:00:00Z,39.7282,-67.2756,,14.4
6203516,2022-08-01T05:00:00Z,39.725,-67.2648,,14.4
6203516,2022-08-01T06:00:00Z,39.7164,-67.2538,,14.4
6203516,2022-08-01T07:00:00Z,39.7042,-67.2472,,14.4
6203516,2022-08-01T08:00:00Z,39.6924,-67.2456,,14.4
6203516,2022-08-01T09:00:00Z,39.6824,-67.2502,,14.4
6203516,2022-08-01T10:00:00Z,39.6726,-67.2562,,14.4
6203516,2022-08-01T11:00:00Z,39.664,-67.2678,,14.4
6203516,2022-08-01T12:00:00Z,39.6586,-67.2846,,14.4
6203516,2022-08-01T13:00:00Z,39.6606,-67.3008,,14.4
6203516,2022-08-01T14:00:00Z,39.6638,-67.3138,,14.4
6203516,2022-08-01T15:00:00Z,39.6694,-67.3202,,14.4
6203516,2022-08-01T16:00:00Z,39.6752,-67.3202,,14.4
6203516,2022-08-01T17:00:00Z,39.6774,-67.3158,,14.4
6203516,2022-08-01T18:00:00Z,39.6776,-67.31,,14.4
6203516,2022-08-01T19:00:00Z,39.6756,-67.303,,14.4
6203516,2022-08-01T20:00:00Z,39.6732,-67.2996,,14.4
6203516,2022-08-01T21:00:00Z,39.67,-67.2986,,14.4
6203516,2022-08-01T22:00:00Z,39.6676,-67.2992,,14.4
6203516,2022-08-01T23:00:00Z,39.664,-67.3012,,14.4
6203516,2022-08-02T00:00:00Z,39.6604,-67.306,,14.4
6203516,2022-08-02T01:00:00Z,39.6564,-67.31,,14.4
6203516,2022-08-02T02:00:00Z,39.6528,-67.313,,14.4
6203516,2022-08-02T03:00:00Z,39.6492,-67.3184,,14.4
6203516,2022-08-02T04:00:00Z,39.645,-67.3212,,14.4
6203516,2022-08-02T05:00:00Z,39.6408,-67.321,,14.4
6203516,2022-08-02T06:00:00Z,39.6358,-67.319,,14.4
6203516,2022-08-02T08:00:00Z,39.6204,-67.3164,,14.4
6203516,2022-08-02T09:00:00Z,39.61,-67.3222,,14.4
6203516,2022-08-02T10:00:00Z,39.6004,-67.3318,,14.4
6203516,2022-08-02T11:00:00Z,39.5898,-67.345,,14.4
6203516,2022-08-02T12:00:00Z,39.582,-67.3584,,14.4
6203516,2022-08-02T13:00:00Z,39.5786,-67.3724,,14.4
6203516,2022-08-02T14:00:00Z,39.5806,-67.3832,,14.4
6203516,2022-08-02T15:00:00Z,39.5852,-67.39,,14.4
6203516,2022-08-02T16:00:00Z,39.5864,-67.3906,,14.4
6203516,2022-08-02T17:00:00Z,39.5844,-67.388,,14.4
6203516,2022-08-02T18:00:00Z,39.5806,-67.3862,,14.4
6203516,2022-08-02T19:00:00Z,39.578,-67.374,,14.4
6203516,2022-08-02T20:00:00Z,39.5722,-67.3618,,14.4
6203516,2022-08-02T21:00:00Z,39.563,-67.3522,,14.4
6203516,2022-08-02T22:00:00Z,39.5514,-67.345,,14.4
6203516,2022-08-02T23:00:00Z,39.5392,-67.345,,14.4
6203516,2022-08-03T00:00:00Z,39.527,-67.3508,,14.4
6203516,2022-08-03T01:00:00Z,39.5168,-67.3612,,14.4
6203516,2022-08-03T02:00:00Z,39.5108,-67.376,,14.4
6203516,2022-08-03T03:00:00Z,39.5074,-67.3918,,14.4
6203516,2022-08-03T04:00:00Z,39.5088,-67.4048,,14.4
6203516,2022-08-03T05:00:00Z,39.5122,-67.4138,,14.4
6203516,2022-08-03T06:00:00Z,39.5158,-67.4172,,14.4
6203516,2022-08-03T07:00:00Z,39.518,-67.4164,,14.4
6203516,2022-08-03T08:00:00Z,39.5186,-67.4114,,14.4
6203516,2022-08-03T09:00:00Z,39.5156,-67.4034,,14.4
6203516,2022-08-03T10:00:00Z,39.5104,-67.3954,,14.4
6203516,2022-08-03T12:00:00Z,39.491,-67.3856,,14.4
6203516,2022-08-03T13:00:00Z,39.4794,-67.387,,14.4
6203516,2022-08-03T14:00:00Z,39.47,-67.3908,,14.4
6203516,2022-08-03T15:00:00Z,39.4598,-67.3996,,14.4
6203516,2022-08-03T16:00:00Z,39.4528,-67.4114,,14.4
6203516,2022-08-03T17:00:00Z,39.4496,-67.4226,,14.4
6203516,2022-08-03T18:00:00Z,39.4488,-67.4316,,14.4
6203516,2022-08-03T19:00:00Z,39.4488,-67.4372,,14.4
6203516,2022-08-03T20:00:00Z,39.449,-67.4394,,14.4
6203516,2022-08-03T21:00:00Z,39.4472,-67.4392,,14.4
6203516,2022-08-03T22:00:00Z,39.4418,-67.4338,,14.4
6203516,2022-08-03T23:00:00Z,39.4346,-67.4296,,14.4
6203516,2022-08-04T00:00:00Z,39.4244,-67.4268,,14.4
6203516,2022-08-04T01:00:00Z,39.4138,-67.4252,,14.4
6203516,2022-08-04T02:00:00Z,39.406,-67.4268,,14.4
6203516,2022-08-04T03:00:00Z,39.4012,-67.4304,,14.4
6203516,2022-08-04T04:00:00Z,39.398,-67.4392,,14.4
6203516,2022-08-04T05:00:00Z,39.3958,-67.4442,,14.4
6203516,2022-08-04T06:00:00Z,39.3922,-67.4458,,14.4
6203516,2022-08-04T07:00:00Z,39.3874,-67.4476,,14.4
